date,plot,flow_gallons,nitrate_mg_ml,ammonia_mg_l,sample_y_n,flow_l,approx_nitrate_mg_l,approx_ammonia_mg_l,nitrate_loss_mg,ammonia_loss_mg,total_n_loss_mg,year,treatment,cumulative_flow_l,cumulative_n_loss_mg
2023-07-15,15,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,183569.67254,1282969.2167266335
2023-07-16,01,0,NA,NA,NA,0,13.053546404548367,0.03324398907548,0,0,0,2023,Corn,60248.58556,525066.9164251159
2023-07-16,02,3,NA,NA,NA,11.35623,12.840241631966688,0.03216190073642971,145.81673722818906,0.3652379420000651,146.18197517018913,2023,Sorghum,64404.96574,677921.9375427624
2023-07-16,03,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,840.36102,10390.780122487848
2023-07-16,04,0,NA,NA,NA,0,3.5877936507936505,0.00438067969372332,0,0,0,2023,Soy,98727.27821,1100839.4577844318
2023-07-16,05,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,1324.8935000000001,25148.672522568264
2023-07-16,06,0,NA,NA,NA,0,15.057244955156952,0.02178045697657411,0,0,0,2023,Soy,1192.40415,14128.822990971215
2023-07-16,07,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,60695.263940000004,31493.871856071808
2023-07-16,08,0,NA,NA,NA,0,19.13965631725558,0.13800278463742008,0,0,0,2023,Corn,118960.29466,1127648.1124358943
2023-07-16,09,0,NA,NA,NA,0,5.734976190476191,0.01182321216653395,0,0,0,2023,Sorghum + Rye,1059.9148,738.1713715102791
2023-07-16,10,0,NA,NA,NA,0,6.139142857142858,0.01764261213076915,0,0,0,2023,Soy,12790.90039,69406.3752613888
2023-07-16,11,18,NA,NA,NA,68.13738000000001,14.498583640294685,0.01715999057109884,987.8955029605424,1.1692367983393788,989.0647397588818,2023,Corn,204283.43606,1612252.9785187854
2023-07-16,12,37,NA,NA,NA,140.06017,NA,NA,NA,NA,NA,2023,Sorghum + Rye,152536.88136,93877.58950589209
2023-07-16,13,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,4035.24706,41562.579611185196
2023-07-16,14,0,NA,NA,NA,0,2.9170793650793656,0.02580145660266941,0,0,0,2023,Corn,431476.17344,1910306.5565833696
2023-07-16,15,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,183569.67254,1282969.2167266335
2023-07-17,01,0,NA,NA,NA,0,12.74105140935298,0.0317046803114789,0,0,0,2023,Corn,60248.58556,525066.9164251159
2023-07-17,02,2,NA,NA,NA,7.57082,12.606121877001922,0.02840591961590777,95.43867962884369,0.21505610434650688,95.65373573319019,2023,Sorghum,64412.53656,678017.5912784956
2023-07-17,03,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,840.36102,10390.780122487848
2023-07-17,04,0,NA,NA,NA,0,3.569968253968254,0.00435612526349448,0,0,0,2023,Soy,98727.27821,1100839.4577844318
2023-07-17,05,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,1324.8935000000001,25148.672522568264
2023-07-17,06,0,NA,NA,NA,0,14.87079596412556,0.01827594708977511,0,0,0,2023,Soy,1192.40415,14128.822990971215
2023-07-17,07,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,60695.263940000004,31493.871856071808
2023-07-17,08,0,NA,NA,NA,0,19.080827257088156,0.13704751388924014,0,0,0,2023,Corn,118960.29466,1127648.1124358943
2023-07-17,09,0,NA,NA,NA,0,5.578380952380952,0.01335151377215661,0,0,0,2023,Sorghum + Rye,1059.9148,738.1713715102791
2023-07-17,10,0,NA,NA,NA,0,6.061714285714286,0.01739876123746205,0,0,0,2023,Soy,12790.90039,69406.3752613888
2023-07-17,11,8,NA,NA,NA,30.28328,14.20065262652146,0.01397130145931217,430.0423396716848,0.4230968340567591,430.46543650574154,2023,Corn,204313.71934,1612683.4439552913
2023-07-17,12,11,NA,NA,NA,41.63951,NA,NA,NA,NA,NA,2023,Sorghum + Rye,152578.52087,93877.58950589209
2023-07-17,13,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,4035.24706,41562.579611185196
2023-07-17,14,0,NA,NA,NA,0,2.628063492063492,0.0227092918028168,0,0,0,2023,Corn,431476.17344,1910306.5565833696
2023-07-17,15,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,183569.67254,1282969.2167266335
2023-07-18,01,0,NA,NA,NA,0,12.42855641415759,0.0301653715474778,0,0,0,2023,Corn,60248.58556,525066.9164251159
2023-07-18,02,0,NA,NA,NA,0,12.372002122037154,0.02464993849538582,0,0,0,2023,Sorghum,64412.53656,678017.5912784956
2023-07-18,03,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,840.36102,10390.780122487848
2023-07-18,04,0,NA,NA,NA,0,3.552142857142857,0.00433157083326563,0,0,0,2023,Soy,98727.27821,1100839.4577844318
2023-07-18,05,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,1324.8935000000001,25148.672522568264
2023-07-18,06,0,NA,NA,NA,0,14.68434697309417,0.01477143720297611,0,0,0,2023,Soy,1192.40415,14128.822990971215
2023-07-18,07,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,60695.263940000004,31493.871856071808
2023-07-18,08,0,NA,NA,NA,0,19.02199819692073,0.13609224314106017,0,0,0,2023,Corn,118960.29466,1127648.1124358943
2023-07-18,09,0,NA,NA,NA,0,5.421785714285714,0.01487981537777927,0,0,0,2023,Sorghum + Rye,1059.9148,738.1713715102791
2023-07-18,10,0,NA,NA,NA,0,5.984285714285715,0.01715491034415494,0,0,0,2023,Soy,12790.90039,69406.3752613888
2023-07-18,11,4,NA,NA,NA,15.14164,13.90272161274824,0.01078261234752549,210.51000568045325,0.16326643442578587,210.67327211487904,2023,Corn,204328.86098,1612894.117227406
2023-07-18,12,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,152578.52087,93877.58950589209
2023-07-18,13,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,4035.24706,41562.579611185196
2023-07-18,14,0,NA,NA,NA,0,2.3390476190476193,0.01961712700296419,0,0,0,2023,Corn,431476.17344,1910306.5565833696
2023-07-18,15,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,183569.67254,1282969.2167266335
2023-07-19,01,0,NA,NA,NA,0,12.116061418962204,0.0286260627834767,0,0,0,2023,Corn,60248.58556,525066.9164251159
2023-07-19,02,0,NA,NA,NA,0,12.137882367072388,0.02089395737486388,0,0,0,2023,Sorghum,64412.53656,678017.5912784956
2023-07-19,03,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,840.36102,10390.780122487848
2023-07-19,04,0,NA,NA,NA,0,3.5343174603174603,0.00430701640303679,0,0,0,2023,Soy,98727.27821,1100839.4577844318
2023-07-19,05,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,1324.8935000000001,25148.672522568264
2023-07-19,06,0,NA,NA,NA,0,14.49789798206278,0.01126692731617711,0,0,0,2023,Soy,1192.40415,14128.822990971215
2023-07-19,07,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,60695.263940000004,31493.871856071808
2023-07-19,08,0,NA,NA,NA,0,18.963169136753308,0.13513697239288022,0,0,0,2023,Corn,118960.29466,1127648.1124358943
2023-07-19,09,0,NA,NA,NA,0,5.265190476190476,0.01640811698340193,0,0,0,2023,Sorghum + Rye,1059.9148,738.1713715102791
2023-07-19,10,0,NA,NA,NA,0,5.9068571428571435,0.01691105945084783,0,0,0,2023,Soy,12790.90039,69406.3752613888
2023-07-19,11,0,NA,NA,NA,0,13.604790598975017,0.00759392323573882,0,0,0,2023,Corn,204328.86098,1612894.117227406
2023-07-19,12,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,152578.52087,93877.58950589209
2023-07-19,13,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,4035.24706,41562.579611185196
2023-07-19,14,0,NA,NA,NA,0,2.0500317460317463,0.01652496220311158,0,0,0,2023,Corn,431476.17344,1910306.5565833696
2023-07-19,15,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,183569.67254,1282969.2167266335
2023-07-20,01,0,NA,NA,NA,0,11.803566423766815,0.02708675401947561,0,0,0,2023,Corn,60248.58556,525066.9164251159
2023-07-20,02,0,NA,NA,NA,0,11.903762612107622,0.01713797625434193,0,0,0,2023,Sorghum,64412.53656,678017.5912784956
2023-07-20,03,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,840.36102,10390.780122487848
2023-07-20,04,0,NA,NA,NA,0,3.516492063492063,0.00428246197280795,0,0,0,2023,Soy,98727.27821,1100839.4577844318
2023-07-20,05,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,1324.8935000000001,25148.672522568264
2023-07-20,06,0,NA,NA,NA,0,14.31144899103139,0.00776241742937811,0,0,0,2023,Soy,1192.40415,14128.822990971215
2023-07-20,07,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,60695.263940000004,31493.871856071808
2023-07-20,08,0,NA,NA,NA,0,18.90434007658589,0.13418170164470028,0,0,0,2023,Corn,118960.29466,1127648.1124358943
2023-07-20,09,0,NA,NA,NA,0,5.108595238095238,0.01793641858902459,0,0,0,2023,Sorghum + Rye,1059.9148,738.1713715102791
2023-07-20,10,0,NA,NA,NA,0,5.829428571428572,0.01666720855754072,0,0,0,2023,Soy,12790.90039,69406.3752613888
2023-07-20,11,0,NA,NA,NA,0,13.306859585201794,0.00440523412395215,0,0,0,2023,Corn,204328.86098,1612894.117227406
2023-07-20,12,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,152578.52087,93877.58950589209
2023-07-20,13,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,4035.24706,41562.579611185196
2023-07-20,14,0,NA,NA,NA,0,1.761015873015873,0.01343279740325897,0,0,0,2023,Corn,431476.17344,1910306.5565833696
2023-07-20,15,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,183569.67254,1282969.2167266335
2023-07-21,01,0,11.491071428571429,0.02554744525547451,Y,0,11.491071428571429,0.02554744525547451,0,0,0,2023,Corn,60248.58556,525066.9164251159
2023-07-21,02,0,11.669642857142856,0.01338199513381999,Y,0,11.669642857142856,0.01338199513381999,0,0,0,2023,Sorghum,64412.53656,678017.5912784956
2023-07-21,03,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,840.36102,10390.780122487848
2023-07-21,04,0,3.4986666666666664,0.00425790754257911,Y,0,3.4986666666666664,0.00425790754257911,0,0,0,2023,Soy,98727.27821,1100839.4577844318
2023-07-21,05,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,1324.8935000000001,25148.672522568264
2023-07-21,06,0,14.125,0.00425790754257911,Y,0,14.125,0.00425790754257911,0,0,0,2023,Soy,1192.40415,14128.822990971215
2023-07-21,07,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,60695.263940000004,31493.871856071808
2023-07-21,08,0,NA,NA,NA,0,18.84551101641846,0.13322643089652034,0,0,0,2023,Corn,118960.29466,1127648.1124358943
2023-07-21,09,0,4.952,0.01946472019464725,Y,0,4.952,0.01946472019464725,0,0,0,2023,Sorghum + Rye,1059.9148,738.1713715102791
2023-07-21,10,0,5.752000000000001,0.01642335766423362,Y,0,5.752000000000001,0.01642335766423362,0,0,0,2023,Soy,12790.90039,69406.3752613888
2023-07-21,11,0,13.008928571428571,0.00121654501216548,Y,0,13.008928571428571,0.00121654501216548,0,0,0,2023,Corn,204328.86098,1612894.117227406
2023-07-21,12,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,152578.52087,93877.58950589209
2023-07-21,13,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,4035.24706,41562.579611185196
2023-07-21,14,0,1.472,0.01034063260340636,Y,0,1.472,0.01034063260340636,0,0,0,2023,Corn,431476.17344,1910306.5565833696
2023-07-21,15,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,183569.67254,1282969.2167266335
2023-07-22,01,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,60248.58556,525066.9164251159
2023-07-22,02,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,64412.53656,678017.5912784956
2023-07-22,03,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,840.36102,10390.780122487848
2023-07-22,04,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,98727.27821,1100839.4577844318
2023-07-22,05,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,1324.8935000000001,25148.672522568264
2023-07-22,06,0,NA,NA,NA,0,13.726285714285714,0.0090942026986518,0,0,0,2023,Soy,1192.40415,14128.822990971215
2023-07-22,07,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,60695.263940000004,31493.871856071808
2023-07-22,08,0,NA,NA,NA,0,18.786681956251037,0.1322711601483404,0,0,0,2023,Corn,118960.29466,1127648.1124358943
2023-07-22,09,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,1059.9148,738.1713715102791
2023-07-22,10,0,NA,NA,NA,0,5.6891428571428575,0.01746095091786981,0,0,0,2023,Soy,12790.90039,69406.3752613888
2023-07-22,11,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,204328.86098,1612894.117227406
2023-07-22,12,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,152578.52087,93877.58950589209
2023-07-22,13,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,4035.24706,41562.579611185196
2023-07-22,14,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,431476.17344,1910306.5565833696
2023-07-22,15,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,183569.67254,1282969.2167266335
2023-07-23,01,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,60248.58556,525066.9164251159
2023-07-23,02,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,64412.53656,678017.5912784956
2023-07-23,03,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,840.36102,10390.780122487848
2023-07-23,04,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,98727.27821,1100839.4577844318
2023-07-23,05,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,1324.8935000000001,25148.672522568264
2023-07-23,06,0,NA,NA,NA,0,13.327571428571428,0.0139304978547245,0,0,0,2023,Soy,1192.40415,14128.822990971215
2023-07-23,07,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,60695.263940000004,31493.871856071808
2023-07-23,08,0,NA,NA,NA,0,18.72785289608361,0.13131588940016045,0,0,0,2023,Corn,118960.29466,1127648.1124358943
2023-07-23,09,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,1059.9148,738.1713715102791
2023-07-23,10,0,NA,NA,NA,0,5.626285714285715,0.01849854417150601,0,0,0,2023,Soy,12790.90039,69406.3752613888
2023-07-23,11,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,204328.86098,1612894.117227406
2023-07-23,12,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,152578.52087,93877.58950589209
2023-07-23,13,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,4035.24706,41562.579611185196
2023-07-23,14,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,431476.17344,1910306.5565833696
2023-07-23,15,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,183569.67254,1282969.2167266335
2023-07-24,01,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,60248.58556,525066.9164251159
2023-07-24,02,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,64412.53656,678017.5912784956
2023-07-24,03,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,840.36102,10390.780122487848
2023-07-24,04,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,98727.27821,1100839.4577844318
2023-07-24,05,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,1324.8935000000001,25148.672522568264
2023-07-24,06,0,NA,NA,NA,0,12.928857142857144,0.0187667930107972,0,0,0,2023,Soy,1192.40415,14128.822990971215
2023-07-24,07,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,60695.263940000004,31493.871856071808
2023-07-24,08,0,NA,NA,NA,0,18.66902383591619,0.1303606186519805,0,0,0,2023,Corn,118960.29466,1127648.1124358943
2023-07-24,09,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,1059.9148,738.1713715102791
2023-07-24,10,0,NA,NA,NA,0,5.563428571428572,0.01953613742514221,0,0,0,2023,Soy,12790.90039,69406.3752613888
2023-07-24,11,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,204328.86098,1612894.117227406
2023-07-24,12,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,152578.52087,93877.58950589209
2023-07-24,13,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,4035.24706,41562.579611185196
2023-07-24,14,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,431476.17344,1910306.5565833696
2023-07-24,15,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,183569.67254,1282969.2167266335
2023-07-25,01,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,60248.58556,525066.9164251159
2023-07-25,02,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,64412.53656,678017.5912784956
2023-07-25,03,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,840.36102,10390.780122487848
2023-07-25,04,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,98727.27821,1100839.4577844318
2023-07-25,05,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,1324.8935000000001,25148.672522568264
2023-07-25,06,0,NA,NA,NA,0,12.530142857142858,0.02360308816686989,0,0,0,2023,Soy,1192.40415,14128.822990971215
2023-07-25,07,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,60695.263940000004,31493.871856071808
2023-07-25,08,0,NA,NA,NA,0,18.610194775748766,0.12940534790380054,0,0,0,2023,Corn,118960.29466,1127648.1124358943
2023-07-25,09,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,1059.9148,738.1713715102791
2023-07-25,10,0,NA,NA,NA,0,5.500571428571429,0.02057373067877841,0,0,0,2023,Soy,12790.90039,69406.3752613888
2023-07-25,11,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,204328.86098,1612894.117227406
2023-07-25,12,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,152578.52087,93877.58950589209
2023-07-25,13,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,4035.24706,41562.579611185196
2023-07-25,14,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,431476.17344,1910306.5565833696
2023-07-25,15,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,183569.67254,1282969.2167266335
2023-07-26,01,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,60248.58556,525066.9164251159
2023-07-26,02,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,64412.53656,678017.5912784956
2023-07-26,03,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,840.36102,10390.780122487848
2023-07-26,04,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,98727.27821,1100839.4577844318
2023-07-26,05,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,1324.8935000000001,25148.672522568264
2023-07-26,06,0,NA,NA,NA,0,12.131428571428572,0.02843938332294259,0,0,0,2023,Soy,1192.40415,14128.822990971215
2023-07-26,07,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,60695.263940000004,31493.871856071808
2023-07-26,08,0,NA,NA,NA,0,18.55136571558134,0.1284500771556206,0,0,0,2023,Corn,118960.29466,1127648.1124358943
2023-07-26,09,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,1059.9148,738.1713715102791
2023-07-26,10,0,NA,NA,NA,0,5.437714285714287,0.02161132393241461,0,0,0,2023,Soy,12790.90039,69406.3752613888
2023-07-26,11,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,204328.86098,1612894.117227406
2023-07-26,12,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,152578.52087,93877.58950589209
2023-07-26,13,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,4035.24706,41562.579611185196
2023-07-26,14,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,431476.17344,1910306.5565833696
2023-07-26,15,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,183569.67254,1282969.2167266335
2023-07-27,01,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,60248.58556,525066.9164251159
2023-07-27,02,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,64412.53656,678017.5912784956
2023-07-27,03,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,840.36102,10390.780122487848
2023-07-27,04,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,98727.27821,1100839.4577844318
2023-07-27,05,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,1324.8935000000001,25148.672522568264
2023-07-27,06,0,NA,NA,NA,0,11.732714285714286,0.03327567847901529,0,0,0,2023,Soy,1192.40415,14128.822990971215
2023-07-27,07,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,60695.263940000004,31493.871856071808
2023-07-27,08,0,NA,NA,NA,0,18.49253665541392,0.12749480640744065,0,0,0,2023,Corn,118960.29466,1127648.1124358943
2023-07-27,09,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,1059.9148,738.1713715102791
2023-07-27,10,0,NA,NA,NA,0,5.3748571428571434,0.02264891718605081,0,0,0,2023,Soy,12790.90039,69406.3752613888
2023-07-27,11,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,204328.86098,1612894.117227406
2023-07-27,12,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,152578.52087,93877.58950589209
2023-07-27,13,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,4035.24706,41562.579611185196
2023-07-27,14,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,431476.17344,1910306.5565833696
2023-07-27,15,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,183569.67254,1282969.2167266335
2023-07-28,01,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,60248.58556,525066.9164251159
2023-07-28,02,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,64412.53656,678017.5912784956
2023-07-28,03,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,840.36102,10390.780122487848
2023-07-28,04,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,98727.27821,1100839.4577844318
2023-07-28,05,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,1324.8935000000001,25148.672522568264
2023-07-28,06,0,NA,NA,NA,0,11.334,0.03811197363508799,0,0,0,2023,Soy,1192.40415,14128.822990971215
2023-07-28,07,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,60695.263940000004,31493.871856071808
2023-07-28,08,0,NA,NA,NA,0,18.433707595246496,0.1265395356592607,0,0,0,2023,Corn,118960.29466,1127648.1124358943
2023-07-28,09,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,1059.9148,738.1713715102791
2023-07-28,10,0,NA,NA,NA,0,5.312,0.02368651043968701,0,0,0,2023,Soy,12790.90039,69406.3752613888
2023-07-28,11,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,204328.86098,1612894.117227406
2023-07-28,12,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,152578.52087,93877.58950589209
2023-07-28,13,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,4035.24706,41562.579611185196
2023-07-28,14,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,431476.17344,1910306.5565833696
2023-07-28,15,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,183569.67254,1282969.2167266335
2023-07-29,01,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,60248.58556,525066.9164251159
2023-07-29,02,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,64412.53656,678017.5912784956
2023-07-29,03,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,840.36102,10390.780122487848
2023-07-29,04,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,98727.27821,1100839.4577844318
2023-07-29,05,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,1324.8935000000001,25148.672522568264
2023-07-29,06,0,NA,NA,NA,0,10.935285714285715,0.04294826879116068,0,0,0,2023,Soy,1192.40415,14128.822990971215
2023-07-29,07,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,60695.263940000004,31493.871856071808
2023-07-29,08,0,NA,NA,NA,0,18.37487853507907,0.12558426491108077,0,0,0,2023,Corn,118960.29466,1127648.1124358943
2023-07-29,09,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,1059.9148,738.1713715102791
2023-07-29,10,0,NA,NA,NA,0,5.249142857142858,0.02472410369332321,0,0,0,2023,Soy,12790.90039,69406.3752613888
2023-07-29,11,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,204328.86098,1612894.117227406
2023-07-29,12,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,152578.52087,93877.58950589209
2023-07-29,13,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,4035.24706,41562.579611185196
2023-07-29,14,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,431476.17344,1910306.5565833696
2023-07-29,15,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,183569.67254,1282969.2167266335
2023-07-30,01,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,60248.58556,525066.9164251159
2023-07-30,02,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,64412.53656,678017.5912784956
2023-07-30,03,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,840.36102,10390.780122487848
2023-07-30,04,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,98727.27821,1100839.4577844318
