date,plot,flow_gallons,nitrate_mg_ml,ammonia_mg_l,sample_y_n,flow_l,year(date),approx_nitrate_mg_l,approx_ammonia_mg_l,growing_season,treatment,nitrate_loss_mg,ammonia_loss_mg,total_n_loss_mg,cumulative_n_loss_mg
2023-04-12,4,72,NA,NA,NA,272.54952000000003,2023,14.583244962884413,0.23373316508036235,2023,Soy,3974.656414676565,63.703861950733526,4038.3602766272984,61040.58407842632
2023-04-12,5,0,NA,NA,NA,0,2023,4.337305304591565,0.02275392091226592,2023,Sorghum,0,0,0,0
2023-04-12,6,0,NA,NA,NA,0,2023,9.638262106329702,0.01867390070027131,2023,Soy,0,0,0,0
2023-04-12,7,0,NA,NA,NA,0,2023,NA,NA,2023,Sorghum + Rye,NA,NA,0,0
2023-04-12,8,87,NA,NA,NA,329.33067,2023,4.763293310463122,0.02655983849599398,2023,Corn,1568.698577341338,8.74696940697749,1577.4455467483156,40514.26009164065
2023-04-12,9,0,NA,NA,NA,0,2023,5.641197567441136,0.02466721342502054,2023,Sorghum + Rye,0,0,0,119.67418096693793
2023-04-12,10,0,NA,NA,NA,0,2023,3.6210821768283177,0.01047252539271972,2023,Soy,0,0,0,33.099347508121994
2023-04-12,11,153,NA,NA,NA,579.16773,2023,2.5233120224543897,0.03886190145732134,2023,Corn,1461.420896126618,22.50755925052049,1483.9284553771383,51865.66014552275
2023-04-12,12,87,NA,NA,NA,329.33067,2023,NA,NA,2023,Sorghum + Rye,NA,NA,0,0
2023-04-12,13,0,NA,NA,NA,0,2023,0.2217370965226883,0.01867390070027131,2023,Sorghum + Rye,0,0,0,3.0681196452948143
2023-04-12,14,27,NA,NA,NA,102.20607,2023,0.6372992359270233,0.02372090088953382,2023,Corn,65.13585031810386,2.424420056778756,67.56027037488262,21416.739714996027
2023-04-12,15,0,NA,NA,NA,0,2023,3.1439263995010136,0.02025108825941584,2023,Sorghum,0,0,0,32675.385670369855
2023-04-13,1,2,NA,NA,NA,7.57082,2023,5.107126150007796,0.01204971295186426,2023,Corn,38.66513279900202,0.09122620781023298,38.756359006812254,10710.131116450919
2023-04-13,2,17,NA,NA,NA,64.35197000000001,2023,7.3907687509745825,0.0227745883540471,2023,Sorghum,475.6105289396539,1.4655896265219885,477.07611856617586,16622.30260949032
2023-04-13,3,0,NA,NA,NA,0,2023,6.661780757835646,0.02309002586587601,2023,Sorghum,0,0,0,214.38304659368293
2023-04-13,4,63,NA,NA,NA,238.48083,2023,15.462884411452809,0.20976759403550135,2023,Soy,3687.6015086373272,50.02554993268941,3737.6270585700167,64778.21113699634
2023-04-13,5,0,NA,NA,NA,0,2023,4.147211828968167,0.02213337960949869,2023,Sorghum,0,0,0,0
2023-04-13,6,0,NA,NA,NA,0,2023,9.473504981123686,0.0183584631884424,2023,Soy,0,0,0,0
2023-04-13,7,0,NA,NA,NA,0,2023,NA,NA,2023,Sorghum + Rye,NA,NA,0,0
2023-04-13,8,76,NA,NA,NA,287.69116,2023,4.8147512864493995,0.0275061510314807,2023,Corn,1385.16138271012,7.913276497381879,1393.074659207502,41907.33475084816
2023-04-13,9,0,NA,NA,NA,0,2023,5.673943552159676,0.02655983849599398,2023,Sorghum + Rye,0,0,0,119.67418096693793
2023-04-13,10,0,NA,NA,NA,0,2023,3.6304381724621866,0.01078796290454863,2023,Soy,0,0,0,33.099347508121994
2023-04-13,11,127,NA,NA,NA,480.74707,2023,2.4554810541088417,0.03886190145732135,2023,Corn,1180.465322203337,18.68274526023597,1199.1480674635732,53064.808212986325
2023-04-13,12,92,NA,NA,NA,348.25772,2023,NA,NA,2023,Sorghum + Rye,NA,NA,0,0
2023-04-13,13,0,NA,NA,NA,0,2023,0.23265242476220177,0.0183584631884424,2023,Sorghum + Rye,0,0,0,3.0681196452948143
2023-04-13,14,39,NA,NA,NA,147.63099,2023,0.624824575081865,0.02435177591319163,2023,Corn,92.24347059566506,3.5950767863226343,95.8385473819877,21512.578262378014
2023-04-13,15,0,NA,NA,NA,0,2023,3.1431467331981913,0.02088196328307365,2023,Sorghum,0,0,0,32675.385670369855
2023-04-14,1,0,4.994854202401371,0.01110340041637754,Y,0,2023,4.994854202401371,0.01110340041637754,2023,Corn,0,0,0,10710.131116450919
2023-04-14,2,14,7.344768439108061,0.02498265093684945,Y,52.995740000000005,2023,7.344768439108061,0.02498265093684945,2023,Sorghum,389.2414385591767,1.32397407356003,390.5654126327367,17012.868022123057
2023-04-14,3,0,6.590051457975986,0.02498265093684945,Y,0,2023,6.590051457975986,0.02498265093684945,2023,Sorghum,0,0,0,214.38304659368293
2023-04-14,4,54,NA,NA,NA,204.41214,2023,16.34252386002121,0.1858020229906404,2023,Soy,3340.6102752279958,37.980189135846,3378.590464363842,68156.80160136017
2023-04-14,5,0,3.957118353344769,0.02151283830673147,Y,0,2023,3.957118353344769,0.02151283830673147,2023,Sorghum,0,0,0,0
2023-04-14,6,0,9.308747855917668,0.0180430256766135,Y,0,2023,9.308747855917668,0.0180430256766135,2023,Soy,0,0,0,0
2023-04-14,7,0,NA,NA,NA,0,2023,NA,NA,2023,Sorghum + Rye,NA,NA,0,0
2023-04-14,8,66,4.866209262435677,0.02845246356696743,Y,249.83706,2023,4.866209262435677,0.02845246356696743,2023,Corn,1215.759415471698,7.1084798473282556,1222.8678953190263,43130.202646167185
2023-04-14,9,0,5.7066895368782165,0.02845246356696743,Y,0,2023,5.7066895368782165,0.02845246356696743,2023,Sorghum + Rye,0,0,0,119.67418096693793
2023-04-14,10,0,3.639794168096055,0.01110340041637754,Y,0,2023,3.639794168096055,0.01110340041637754,2023,Soy,0,0,0,33.099347508121994
2023-04-14,11,91,2.3876500857632936,0.03886190145732136,Y,344.47231,2023,2.3876500857632936,0.03886190145732136,2023,Corn,822.4793405145798,13.386848965995854,835.8661894805757,53900.6744024669
2023-04-14,12,75,NA,NA,NA,283.90575,2023,NA,NA,2023,Sorghum + Rye,NA,NA,0,0
2023-04-14,13,0,0.24356775300171524,0.0180430256766135,Y,0,2023,0.24356775300171524,0.0180430256766135,2023,Sorghum + Rye,0,0,0,3.0681196452948143
2023-04-14,14,20,0.6123499142367067,0.02498265093684945,Y,75.7082,2023,0.6123499142367067,0.02498265093684945,2023,Corn,46.35990977701544,1.8913915336571858,48.25130131067262,21560.829563688687
2023-04-14,15,0,3.142367066895369,0.02151283830673147,Y,0,2023,3.142367066895369,0.02151283830673147,2023,Sorghum,0,0,0,32675.385670369855
2023-04-15,1,0,NA,NA,NA,0,2023,5.667483459936289,0.01606027560226035,2023,Corn,0,0,0,10710.131116450919
2023-04-15,2,9,NA,NA,NA,34.068690000000004,2023,7.884240981118889,0.02597570080301381,2023,Sorghum,268.6057618710353,0.8849580981906287,269.49071996922595,17282.358742092285
2023-04-15,3,0,NA,NA,NA,0,2023,7.805886515548923,0.02399127589967288,2023,Sorghum,0,0,0,214.38304659368293
2023-04-15,4,33,NA,NA,NA,124.91853,2023,17.222163308589607,0.16183645194577945,2023,Soy,2151.36732392895,20.21637167748241,2171.5836956064327,70328.3852969666
2023-04-15,5,0,NA,NA,NA,0,2023,4.123744180347955,0.02746108852979084,2023,Sorghum,0,0,0,0
2023-04-15,6,0,NA,NA,NA,0,2023,10.00006702832661,0.01853871319520178,2023,Soy,0,0,0,0
2023-04-15,7,0,NA,NA,NA,0,2023,NA,NA,2023,Sorghum + Rye,NA,NA,0,0
2023-04-15,8,31,NA,NA,NA,117.34771,2023,5.312178387650086,0.02845246356696743,2023,Corn,623.3719689022299,3.3388314434420594,626.7108003456719,43756.91344651285
2023-04-15,9,0,NA,NA,NA,0,2023,5.674067634729484,0.02730724981489384,2023,Sorghum + Rye,0,0,0,119.67418096693793
2023-04-15,10,0,NA,NA,NA,0,2023,3.942056798699813,0.01389633620742053,2023,Soy,0,0,0,33.099347508121994
2023-04-15,11,25,NA,NA,NA,94.63525,2023,2.679387124761704,0.03622962514948293,2023,Corn,253.56447039860504,3.4285996334276043,256.9930700320326,54157.667472498935
2023-04-15,12,52,NA,NA,NA,196.84132,2023,NA,NA,2023,Sorghum + Rye,NA,NA,0,0
2023-04-15,13,0,NA,NA,NA,0,2023,0.2659647340658426,0.01838487448030476,2023,Sorghum + Rye,0,0,0,3.0681196452948143
2023-04-15,14,0,NA,NA,NA,0,2023,1.7036284731585738,0.02335998340324737,2023,Corn,0,0,0,21560.829563688687
2023-04-15,15,0,NA,NA,NA,0,2023,3.77936984045352,0.02476499414224315,2023,Sorghum,0,0,0,32675.385670369855
2023-04-16,1,0,NA,NA,NA,0,2023,6.340112717471207,0.02101715078814316,2023,Corn,0,0,0,10710.131116450919
2023-04-16,2,8,NA,NA,NA,30.28328,2023,8.423713523129717,0.02696875066917817,2023,Sorghum,255.0976752607237,0.81670222776491,255.9143774884886,17538.273119580772
2023-04-16,3,0,NA,NA,NA,0,2023,9.02172157312186,0.02299990086249632,2023,Sorghum,0,0,0,214.38304659368293
2023-04-16,4,28,NA,NA,NA,105.99148,2023,18.101802757158005,0.13787088090091842,2023,Soy,1918.6368648992575,14.613138715592077,1933.2500036148497,72261.63530058146
2023-04-16,5,0,NA,NA,NA,0,2023,4.2903700073511395,0.03340933875285022,2023,Sorghum,0,0,0,0
2023-04-16,6,0,NA,NA,NA,0,2023,10.691386200735554,0.01903440071379006,2023,Soy,0,0,0,0
2023-04-16,7,3,NA,NA,NA,11.35623,2023,NA,NA,2023,Sorghum + Rye,NA,NA,0,0
2023-04-16,8,27,NA,NA,NA,102.20607,2023,5.758147512864494,0.02845246356696743,2023,Corn,588.5176277701544,2.9080144829979226,591.4256422531523,44348.339088766006
2023-04-16,9,0,NA,NA,NA,0,2023,5.641445732580751,0.02616203606282026,2023,Sorghum + Rye,0,0,0,119.67418096693793
2023-04-16,10,0,NA,NA,NA,0,2023,4.2443194293035695,0.01668927199846352,2023,Soy,0,0,0,33.099347508121994
2023-04-16,11,29,NA,NA,NA,109.77689,2023,2.9711241637601145,0.03359734884164449,2023,Corn,326.16077050143605,3.688212468080834,329.8489829695169,54487.516455468445
2023-04-16,12,49,NA,NA,NA,185.48509,2023,NA,NA,2023,Sorghum + Rye,NA,NA,0,0
2023-04-16,13,0,NA,NA,NA,0,2023,0.2883617151299699,0.01872672328399602,2023,Sorghum + Rye,0,0,0,3.0681196452948143
2023-04-16,14,0,NA,NA,NA,0,2023,2.794907032080441,0.02173731586964528,2023,Corn,0,0,0,21560.829563688687
2023-04-16,15,0,NA,NA,NA,0,2023,4.416372614011671,0.02801714997775484,2023,Sorghum,0,0,0,32675.385670369855
2023-04-17,1,0,NA,NA,NA,0,2023,7.012741975006126,0.02597402597402597,2023,Corn,0,0,0,10710.131116450919
2023-04-17,2,8,NA,NA,NA,30.28328,2023,8.963186065140544,0.02796180053534254,2023,Sorghum,271.43467330274933,0.8467750349159281,272.28144833766527,17810.55456791844
2023-04-17,3,0,NA,NA,NA,0,2023,10.237556630694796,0.02200852582531975,2023,Sorghum,0,0,0,214.38304659368293
2023-04-17,4,40,NA,NA,NA,151.4164,2023,18.98144220572641,0.11390530985605746,2023,Soy,2874.1016455991526,17.24713195928874,2891.3487775584413,75152.9840781399
2023-04-17,5,0,NA,NA,NA,0,2023,4.456995834354325,0.0393575889759096,2023,Sorghum,0,0,0,0
2023-04-17,6,0,NA,NA,NA,0,2023,11.382705373144496,0.01953008823237834,2023,Soy,0,0,0,0
2023-04-17,7,0,NA,NA,NA,0,2023,NA,NA,2023,Sorghum + Rye,NA,NA,0,0
2023-04-17,8,32,NA,NA,NA,121.13312,2023,6.204116638078903,0.02845246356696743,2023,Corn,751.5240052144084,3.4465356835530936,754.9705408979614,45103.30962966397
2023-04-17,9,0,NA,NA,NA,0,2023,5.608823830432018,0.02501682231074667,2023,Sorghum + Rye,0,0,0,119.67418096693793
2023-04-17,10,0,NA,NA,NA,0,2023,4.546582059907327,0.01948220778950652,2023,Soy,0,0,0,33.099347508121994
2023-04-17,11,13,NA,NA,NA,49.21033,2023,3.2628612027585246,0.03096507253380606,2023,Corn,160.5664765319439,1.5238014378625324,162.09027796980644,54649.60673343825
2023-04-17,12,42,NA,NA,NA,158.98722,2023,NA,NA,2023,Sorghum + Rye,NA,NA,0,0
2023-04-17,13,0,NA,NA,NA,0,2023,0.31075869619409724,0.01906857208768728,2023,Sorghum + Rye,0,0,0,3.0681196452948143
2023-04-17,14,0,NA,NA,NA,0,2023,3.886185591002308,0.0201146483360432,2023,Corn,0,0,0,21560.829563688687
2023-04-17,15,0,NA,NA,NA,0,2023,5.053375387569822,0.03126930581326653,2023,Sorghum,0,0,0,32675.385670369855
2023-04-18,1,0,NA,NA,NA,0,2023,7.685371232541043,0.03093090115990878,2023,Corn,0,0,0,10710.131116450919
2023-04-18,2,6,NA,NA,NA,22.71246,2023,9.502658607151371,0.0289548504015069,2023,Sorghum,215.82875350858123,0.6576358815502095,216.48638939013145,18027.04095730857
2023-04-18,3,0,NA,NA,NA,0,2023,11.453391688267734,0.02101715078814319,2023,Sorghum,0,0,0,214.38304659368293
2023-04-18,4,48,NA,NA,NA,181.69968,2023,19.861081654294804,0.08993973881119649,2023,Soy,3608.7521810392363,16.342021761277984,3625.0942028005143,78778.07828094042
2023-04-18,5,0,NA,NA,NA,0,2023,4.62362166135751,0.04530583919896897,2023,Sorghum,0,0,0,0
2023-04-18,6,0,NA,NA,NA,0,2023,12.07402454555344,0.02002577575096662,2023,Soy,0,0,0,0
2023-04-18,7,0,NA,NA,NA,0,2023,NA,NA,2023,Sorghum + Rye,NA,NA,0,0
2023-04-18,8,31,NA,NA,NA,117.34771,2023,6.650085763293311,0.02845246356696743,2023,Corn,780.3723356260722,3.3388314434420594,783.7111670695142,45887.020796733486
2023-04-18,9,0,NA,NA,NA,0,2023,5.576201928283286,0.02387160855867308,2023,Sorghum + Rye,0,0,0,119.67418096693793
2023-04-18,10,0,NA,NA,NA,0,2023,4.8488446905110845,0.02227514358054951,2023,Soy,0,0,0,33.099347508121994
2023-04-18,11,16,NA,NA,NA,60.56656,2023,3.554598241756935,0.02833279622596762,2023,Corn,215.2897876852659,1.7160200025878416,217.00580768785375,54866.61254112611
2023-04-18,12,40,NA,NA,NA,151.4164,2023,NA,NA,2023,Sorghum + Rye,NA,NA,0,0
2023-04-18,13,0,NA,NA,NA,0,2023,0.3331556772582246,0.01941042089137854,2023,Sorghum + Rye,0,0,0,3.0681196452948143
2023-04-18,14,0,NA,NA,NA,0,2023,4.977464149924175,0.01849198080244112,2023,Corn,0,0,0,21560.829563688687
2023-04-18,15,0,NA,NA,NA,0,2023,5.690378161127973,0.03452146164877822,2023,Sorghum,0,0,0,32675.385670369855
2023-04-19,1,0,NA,NA,NA,0,2023,8.358000490075963,0.03588777634579159,2023,Corn,0,0,0,10710.131116450919
2023-04-19,2,8,NA,NA,NA,30.28328,2023,10.0421311491622,0.02994790026767127,2023,Sorghum,304.10866938680067,0.9069206492179641,305.01559003601864,18332.05654734459
2023-04-19,3,0,NA,NA,NA,0,2023,12.669226745840673,0.02002577575096663,2023,Sorghum,0,0,0,214.38304659368293
2023-04-19,4,53,NA,NA,NA,200.62673,2023,20.7407211028632,0.06597416776633558,2023,Soy,4161.143052709438,13.236181543431313,4174.3792342528695,82952.45751519328
2023-04-19,5,0,NA,NA,NA,0,2023,4.790247488360696,0.05125408942202835,2023,Sorghum,0,0,0,0
2023-04-19,6,0,NA,NA,NA,0,2023,12.765343717962384,0.0205214632695549,2023,Soy,0,0,0,0
2023-04-19,7,0,NA,NA,NA,0,2023,NA,NA,2023,Sorghum + Rye,NA,NA,0,0
2023-04-19,8,31,NA,NA,NA,117.34771,2023,7.0960548885077195,0.02845246356696743,2023,Corn,832.7057912006862,3.3388314434420594,836.0446226441283,46723.06541937761
2023-04-19,9,0,NA,NA,NA,0,2023,5.543580026134554,0.0227263948065995,2023,Sorghum + Rye,0,0,0,119.67418096693793
2023-04-19,10,0,NA,NA,NA,0,2023,5.151107321114842,0.02506807937159251,2023,Soy,0,0,0,33.099347508121994
2023-04-19,11,26,NA,NA,NA,98.42066,2023,3.8463352807553455,0.02570051991812919,2023,Corn,378.5588569132264,2.5294621326854205,381.0883190459118,55247.70086017202
2023-04-19,12,51,NA,NA,NA,193.05591,2023,NA,NA,2023,Sorghum + Rye,NA,NA,0,0
2023-04-19,13,0,NA,NA,NA,0,2023,0.35555265832235194,0.0197522696950698,2023,Sorghum + Rye,0,0,0,3.0681196452948143
2023-04-19,14,2,NA,NA,NA,7.57082,2023,6.068742708846042,0.01686931326883904,2023,Corn,45.94535867498579,0.127714534281992,46.07307320926778,21606.902636897954
2023-04-19,15,11,NA,NA,NA,41.63951,2023,6.327380934686124,0.03777361748428991,2023,Sorghum,263.4690417036722,1.5728749229732646,265.04191662664545,32940.4275869965
2023-04-20,1,1527,NA,NA,NA,5780.32107,2023,9.03062974761088,0.0408446515316744,2023,Corn,52199.93940548395,236.09519984534532,52436.034605329296,63146.16572178021
2023-04-20,2,1641,NA,NA,NA,6211.85781,2023,10.58160369117303,0.03094095013383563,2023,Sorghum,65731.41753133801,192.2007827376874,65923.61831407569,84255.67486142028
2023-04-20,3,6,NA,NA,NA,22.71246,2023,13.885061803413608,0.01903440071379006,2023,Sorghum,315.3639108075594,0.4323180648359282,315.7962288723954,530.1792754660783
2023-04-20,4,1842,NA,NA,NA,6972.72522,2023,21.6203605514316,0.0420085967214745,2023,Soy,150752.83328246023,292.91440181663455,151045.74768427687,233998.20519947016
2023-04-20,5,1,NA,NA,NA,3.78541,2023,4.956873315363881,0.05720233964508772,2023,Sorghum,18.763797816711588,0.21653430851591152,18.9803321252275,18.9803321252275
2023-04-20,6,0,NA,NA,NA,0,2023,13.456662890371328,0.02101715078814318,2023,Soy,0,0,0,0
2023-04-20,7,294,NA,NA,NA,1112.91054,2023,NA,NA,2023,Sorghum + Rye,NA,NA,0,0
2023-04-20,8,1669,NA,NA,NA,6317.84929,2023,7.542024013722128,0.02845246356696743,2023,Corn,47649.3710602573,179.75837674531604,47829.129437002615,94552.19485638023
2023-04-20,9,1,NA,NA,NA,3.78541,2023,5.51095812398582,0.02158118105452591,2023,Sorghum + Rye,20.861235992117166,0.08169361857561293,20.94292961069278,140.6171105776307
2023-04-20,10,73,NA,NA,NA,276.33493,2023,5.453369951718599,0.0278610151626355,2023,Soy,1506.9566038722626,7.6989716746958194,1514.6555755469583,1547.7549230550803
2023-04-20,11,3986,NA,NA,NA,15088.64426,2023,4.138072319753756,0.02306824361029076,2023,Corn,62437.901154917396,348.06852153869534,62785.969676456094,118033.67053662811
2023-04-20,12,1690,NA,NA,NA,6397.342900000001,2023,NA,NA,2023,Sorghum + Rye,NA,NA,0,0
2023-04-20,13,31,NA,NA,NA,117.34771,2023,0.3779496393864792,0.02009411849876106,2023,Sorghum + Rye,44.35152467732914,2.3579987902982484,46.709523467627385,49.7776431129222
2023-04-20,14,6314,NA,NA,NA,23901.07874,2023,7.160021267767909,0.01524664573523696,2023,Corn,171132.2321009954,364.4112802387838,171496.6433812342,193103.54601813215
2023-04-20,15,5585,NA,NA,NA,21141.51485,2023,6.964383708244275,0.0410257733198016,2023,Sorghum,147237.6215889444,867.3469958733194,148104.96858481772,181045.3961718142
2023-04-21,1,59,9.703259005145798,0.04580152671755721,Y,223.33919,2023,9.703259005145798,0.04580152671755721,2023,Corn,2167.1180065694684,10.229275877862586,2177.347282447331,65323.51300422755
2023-04-21,2,630,11.121076233183857,0.031934,Y,2384.8083,2023,11.121076233183857,0.031934,2023,Sorghum,26521.6349058296,76.1564682522,26597.7913740818,110853.46623550208
2023-04-21,3,4,15.100896860986545,0.0180430256766135,Y,15.14164,2023,15.100896860986545,0.0180430256766135,2023,Sorghum,228.65234394618832,0.27320099930603803,228.92554494549435,759.1048204115726
2023-04-21,4,1089,22.5,0.0180430256766135,Y,4122.31149,2023,22.5,0.0180430256766135,2023,Soy,92752.008525,74.37897206106885,92826.38749706106,326824.5926965312
2023-04-21,5,0,5.123499142367066,0.0631505898681471,Y,0,2023,5.123499142367066,0.0631505898681471,2023,Sorghum,0,0,0,18.9803321252275
2023-04-21,6,0,14.147982062780269,0.02151283830673147,Y,0,2023,14.147982062780269,0.02151283830673147,2023,Soy,0,0,0,0
2023-04-21,7,566,NA,NA,NA,2142.54206,2023,NA,NA,2023,Sorghum + Rye,NA,NA,0,0
2023-04-21,8,1198,7.987993138936536,0.02845246356696743,Y,4534.92118,2023,7.987993138936536,0.02845246356696743,2023,Corn,36224.919271457984,129.02967965301895,36353.948951111,130906.14380749123
2023-04-21,9,2,5.478336221837088,0.02043596730245233,Y,7.57082,2023,5.478336221837088,0.02043596730245233,2023,Sorghum + Rye,41.47549743500866,0.15471702997275216,41.630214464981414,182.24732504261212
2023-04-21,10,271,5.755632582322357,0.0306539509536785,Y,1025.84611,2023,5.755632582322357,0.0306539509536785,2023,Soy,5904.393295164644,31.446236341961878,5935.8395315066055,7483.594454561686
2023-04-21,11,2005,4.429809358752166,0.02043596730245233,Y,7589.74705,2023,4.429809358752166,0.02043596730245233,2023,Corn,33621.132512651646,155.10382254768402,33776.236335199326,151809.90687182744
2023-04-21,12,1635,NA,NA,NA,6189.145350000001,2023,NA,NA,2023,Sorghum + Rye,NA,NA,0,0
2023-04-21,13,5,0.4003466204506066,0.02043596730245233,Y,18.92705,2023,0.4003466204506066,0.02043596730245233,2023,Sorghum + Rye,7.577380502599654,0.3867925749318804,7.964173077531535,57.74181619045373
2023-04-21,14,3933,8.251299826689776,0.01362397820163488,Y,14888.01753,2023,8.251299826689776,0.01362397820163488,2023,Corn,122845.49646504334,202.83402629427798,123048.33049133762,316151.87650946976
2023-04-21,15,2271,7.601386481802426,0.04427792915531329,Y,8596.66611,2023,7.601386481802426,0.04427792915531329,2023,Sorghum,65346.58155712305,380.6425729904627,65727.224130113507,246772.62030192773
2023-04-22,1,0,NA,NA,NA,0,2023,9.25196401976102,0.04382045147219189,2023,Corn,0,0,0,65323.51300422755
2023-04-22,2,304,NA,NA,NA,1150.76464,2023,10.708632314751798,0.031934,2023,Sorghum,12323.11541057772,36.74851801376,12359.86392859148,123213.33016409355
2023-04-22,3,4,NA,NA,NA,15.14164,2023,14.315500107139249,0.01741173318018798,2023,Sorghum,216.76014904226395,0.26364219559046154,217.0237912378544,976.1286116494271
2023-04-22,4,548,NA,NA,NA,2074.40468,2023,21.907431133888533,0.01741173318018798,2023,Soy,45444.87767091608,36.118980795893236,45480.996651711976,372305.5893482432
2023-04-22,5,0,NA,NA,NA,0,2023,6.116426555084647,0.05607535963007393,2023,Sorghum,0,0,0,18.9803321252275
2023-04-22,6,0,NA,NA,NA,0,2023,13.46034015878814,0.01941271699160089,2023,Soy,0,0,0,0
2023-04-22,7,644,NA,NA,NA,2437.80404,2023,NA,NA,2023,Sorghum + Rye,NA,NA,0,0
2023-04-22,8,704,NA,NA,NA,2664.92864,2023,8.008277357513812,0.02633410851477706,2023,Corn,21341.48768710208,70.17851998989725,21411.666207091977,152317.8100145832
2023-04-22,9,2,NA,NA,NA,7.57082,2023,5.407774201535033,0.01800311405216038,2023,Sorghum + Rye,40.94128508046546,0.13629833592837687,41.07758341639384,223.32490845900597
2023-04-22,10,92,NA,NA,NA,348.25772,2023,5.412725922257985,0.030836815103153,2023,Soy,1885.023588670463,10.739158919885629,1895.7627475903485,9379.357202152034
2023-04-22,11,1352,NA,NA,NA,5117.87432,2023,4.73805397375588,0.01800311405216038,2023,Corn,24248.764759059173,92.13767508758275,24340.902434146756,176150.8093059742
2023-04-22,12,838,NA,NA,NA,3172.17358,2023,NA,NA,2023,Sorghum + Rye,NA,NA,0,0
2023-04-22,13,24,NA,NA,NA,90.84984,2023,1.2235701906412475,0.01848968470221877,2023,Sorghum + Rye,111.16115604852683,1.6797848968470228,112.84094094537386,170.5827571358276
2023-04-22,14,2939,NA,NA,NA,11125.31999,2023,7.348848724931915,0.01362397820163488,2023,Corn,81758.29362297105,151.57111702997278,81909.86474000102,398061.7412494708
2023-04-22,15,1529,NA,NA,NA,5787.89189,2023,7.348848724931914,0.04251451070455425,2023,Sorghum,42534.34193587027,246.0693917142077,42780.41132758447,289553.0316295122
2023-04-23,1,0,NA,NA,NA,0,2023,8.800669034376238,0.04183937622682657,2023,Corn,0,0,0,65323.51300422755
2023-04-23,2,174,NA,NA,NA,658.66134,2023,10.29618839631974,0.031934,2023,Sorghum,6781.7012460124115,21.03369123156,6802.734937243971,130016.06510133753
2023-04-23,3,2,NA,NA,NA,7.57082,2023,13.530103353291947,0.01678044068376246,2023,Sorghum,102.43397706916974,0.12704169593744252,102.56101876510718,1078.6896304145343
2023-04-23,4,368,NA,NA,NA,1393.03088,2023,21.314862267777062,0.01678044068376246,2023,Soy,29692.26134196028,23.375672052489424,29715.63701401277,402021.226362256
2023-04-23,5,0,NA,NA,NA,0,2023,7.109353967802228,0.04900012939200075,2023,Sorghum,0,0,0,18.9803321252275
2023-04-23,6,0,NA,NA,NA,0,2023,12.772698254796008,0.01731259567647031,2023,Soy,0,0,0,0
2023-04-23,7,419,NA,NA,NA,1586.08679,2023,NA,NA,2023,Sorghum + Rye,NA,NA,0,0
2023-04-23,8,499,NA,NA,NA,1888.91959,2023,8.02856157609109,0.0242157534625867,2023,Corn,15165.307240599734,45.74161110209035,15211.048851701824,167528.85886628504
2023-04-23,9,1,NA,NA,NA,3.78541,2023,5.337212181232978,0.01557026080186844,2023,Sorghum + Rye,20.203536362961128,0.058939820942000815,20.26247618390313,243.5873846429091
2023-04-23,10,6,NA,NA,NA,22.71246,2023,5.0698192621936125,0.0310196792526275,2023,Soy,115.14806719980193,0.704533224238132,115.85260042404006,9495.209802576075
2023-04-23,11,1053,NA,NA,NA,3986.03673,2023,5.046298588759594,0.01557026080186844,2023,Corn,20114.731525342908,62.06363145192685,20176.795156794833,196327.60446276903
2023-04-23,12,358,NA,NA,NA,1355.17678,2023,NA,NA,2023,Sorghum + Rye,NA,NA,0,0
2023-04-23,13,8,NA,NA,NA,30.28328,2023,2.046793760831889,0.01654340210198521,2023,Sorghum + Rye,61.98362856152514,0.5009884780070067,62.48461703953215,233.06737417535973
2023-04-23,14,2339,NA,NA,NA,8854.07399,2023,6.446397623174054,0.01362397820163488,2023,Corn,57076.88152454322,120.62771103542238,57197.50923557864,455259.25048504944
2023-04-23,15,1176,NA,NA,NA,4451.64216,2023,7.096310968061401,0.04075109225379521,2023,Sorghum,31590.237085892546,181.4092803430442,31771.64636623559,321324.67799574777
2023-04-24,1,0,NA,NA,NA,0,2023,8.349374048991459,0.03985830098146126,2023,Corn,0,0,0,65323.51300422755
2023-04-24,2,111,NA,NA,NA,420.18051,2023,9.883744477887682,0.031934,2023,Sorghum,4152.95679542853,13.41804440634,4166.374839834871,134182.4399411724
2023-04-24,3,2,NA,NA,NA,7.57082,2023,12.744706599444651,0.01614914818733694,2023,Sorghum,96.48787961720755,0.12226229407965425,96.61014191128722,1175.2997723258216
2023-04-24,4,287,NA,NA,NA,1086.41267,2023,20.7222934016656,0.01614914818733694,2023,Soy,22512.962103026905,17.544639200430385,22530.506742227335,424551.7331044833
2023-04-24,5,0,NA,NA,NA,0,2023,8.102281380519809,0.04192489915392758,2023,Sorghum,0,0,0,18.9803321252275
2023-04-24,6,0,NA,NA,NA,0,2023,12.085056350803876,0.01521247436133974,2023,Soy,0,0,0,0
2023-04-24,7,321,NA,NA,NA,1215.11661,2023,NA,NA,2023,Sorghum + Rye,NA,NA,0,0
2023-04-24,8,402,NA,NA,NA,1521.73482,2023,8.048845794668365,0.02209739841039634,2023,Corn,12248.20890655742,33.62638059251276,12281.835287149934,179810.69415343498
2023-04-24,9,1,NA,NA,NA,3.78541,2023,5.266650160930923,0.01313740755157649,2023,Sorghum + Rye,19.936430185689527,0.04973047391981316,19.98616065960934,263.5735453025184
