year_month_day,growing_season,plot,Treatment,RowvsInterrow,best_flux_nmol_1m_2s_1,ts_2_mean,swc_2_mean,gnha_day,gnha_day_no_negative
2023-06-09,2023,09,Sorghum + Rye,Row,0.01285,32.2125,0.13013,0.31101597216,0.31101597216
2023-06-09,2023,10,Soy,Interrow,0.21729,32.155,0.14132,5.2591953767040005,5.2591953767040005
2023-06-09,2023,10,Soy,Row,0.20205,32.1,0.1709,4.89033285408,4.89033285408
2023-06-09,2023,05,Sorghum,Interrow,0.07752,31.405,0.15588,1.8762613355520004,1.8762613355520004
2023-06-09,2023,05,Sorghum,Row,0.16518,31.4,0.1595,3.997946947968,3.997946947968
2023-06-09,2023,04,Soy,Interrow,0.06889,31.52,0.1435,1.6673844608640005,1.6673844608640005
2023-06-09,2023,04,Soy,Row,0.06791,31.41833,0.14869,1.643664954816,1.643664954816
2023-06-09,2023,03,Sorghum,Interrow,0.14416,29.17833,0.16587,3.4891877468160004,3.4891877468160004
2023-06-09,2023,03,Sorghum,Row,0.31337,29.97,0.1665,7.584675112511999,7.584675112511999
2023-06-09,2023,02,Sorghum,Interrow,0.05071,29.3,0.15287,1.227363420096,1.227363420096
2023-06-09,2023,02,Sorghum,Row,0.11767,27.75378,0.15141,2.848034976192,2.848034976192
2023-06-09,2023,01,Corn,Interrow,1.01953,32.215,0.13362,24.676273470528,24.676273470528
2023-06-09,2023,01,Corn,Row,1.21348,31.615,0.13413,29.370557346048,29.370557346048
2023-06-12,2023,15,Sorghum,Interrow,0.05134,20.76281,0.184,1.242611673984,1.242611673984
2023-06-12,2023,15,Sorghum,Row,0.08832,21.67,0.184,2.137659973632,2.137659973632
2023-06-12,2023,14,Corn,Interrow,0.12683,22.8,0.224,3.0697397470079997,3.0697397470079997
2023-06-12,2023,14,Corn,Row,1.01024,22.6,0.22922,24.451422234624,24.451422234624
2023-06-12,2023,13,Sorghum + Rye,Interrow,0.05483,23.2325,0.09945,1.327082159808,1.327082159808
2023-06-12,2023,13,Sorghum + Rye,Row,0.09765,24.02,0.103,2.36347935264,2.36347935264
2023-06-12,2023,12,Sorghum + Rye,Interrow,0.12414,24.19167,0.10105,3.004632123264,3.004632123264
2023-06-12,2023,12,Sorghum + Rye,Row,0.05541,24.7,0.099,1.341120234816,1.341120234816
2023-06-12,2023,11,Corn,Interrow,1.74161,24.4,0.157,42.153192783936,42.153192783936
2023-06-12,2023,11,Corn,Row,0.86667,24.7,0.16,20.976514598592004,20.976514598592004
2023-06-12,2023,06,Soy,Interrow,0.0183,25.01833,0.255,0.44292547008,0.44292547008
2023-06-12,2023,06,Soy,Row,0.05025,25.8125,0.25292,1.2162297744,1.2162297744
2023-06-12,2023,07,Sorghum + Rye,Interrow,0.05187,25.35,0.1275,1.255439570112,1.255439570112
2023-06-12,2023,07,Sorghum + Rye,Row,0.04401,26.35417,0.127,1.065199450176,1.065199450176
2023-06-12,2023,08,Corn,Interrow,0.13059,27.05083,0.23877,3.1607451987840003,3.1607451987840003
2023-06-12,2023,08,Corn,Row,0.57793,27.9,0.23982,13.987973602368,13.987973602368
2023-06-12,2023,09,Sorghum + Rye,Interrow,0.04092,27.5025,0.13197,0.990410395392,0.990410395392
2023-06-12,2023,09,Sorghum + Rye,Row,0.03757,27.5,0.131,0.909328410432,0.909328410432
2023-06-12,2023,10,Soy,Interrow,0.1205,27.6314,0.16776,2.9165311008,2.9165311008
2023-06-12,2023,10,Soy,Row,0.09881,27.88333,0.17857,2.391555502656,2.391555502656
2023-06-12,2023,05,Sorghum,Interrow,0.04419,27.105,0.12746,1.069556094144,1.069556094144
2023-06-12,2023,05,Sorghum,Row,0.11794,27.2,0.132,2.8545699421440007,2.8545699421440007
2023-06-12,2023,04,Soy,Interrow,0.07537,26.4,0.18655,1.8242236437120003,1.8242236437120003
2023-06-12,2023,04,Soy,Row,0.09185,26.7,0.185,2.2230986025600004,2.2230986025600004
2023-06-12,2023,03,Sorghum,Interrow,0.16906,27.49083,0.13191,4.091856829056,4.091856829056
2023-06-12,2023,03,Sorghum,Row,0.21363,28.6,0.13377,5.170610282688,5.170610282688
2023-06-12,2023,02,Sorghum,Interrow,0.0673,28.68,0.15558,1.62890077248,1.62890077248
2023-06-12,2023,02,Sorghum,Row,0.09455,29.22,0.17427,2.28844826208,2.28844826208
2023-06-12,2023,01,Corn,Interrow,0.55896,29.5,0.1472,13.528831735296002,13.528831735296002
2023-06-12,2023,01,Corn,Row,0.24894,29.5,0.146,6.025238607743999,6.025238607743999
2023-06-14,2023,15,Sorghum,Interrow,0.05732,24.96417,0.104,1.387349068032,1.387349068032
2023-06-14,2023,15,Sorghum,Row,0.09531,26.2,0.1065,2.3068429810560005,2.3068429810560005
2023-06-14,2023,14,Corn,Interrow,0.06663,26.7,0.138,1.6126843754879998,1.6126843754879998
2023-06-14,2023,14,Corn,Row,0.44066,26.77,0.1387,10.665548505216,10.665548505216
2023-06-14,2023,13,Sorghum + Rye,Interrow,0.06972,27.345,0.12098,1.687473430272,1.687473430272
2023-06-14,2023,13,Sorghum + Rye,Row,0.13193,27.915,0.12022,3.193177992768,3.193177992768
2023-06-14,2023,12,Sorghum + Rye,Interrow,0.12046,29.55,0.10517,2.915562957696,2.915562957696
2023-06-14,2023,12,Sorghum + Rye,Row,0.05743,30.90667,0.10593,1.3900114615680002,1.3900114615680002
2023-06-14,2023,11,Corn,Interrow,2.02442,31.455,0.12623,48.998206564992,48.998206564992
2023-06-14,2023,11,Corn,Row,0.57551,32.38,0.1522,13.929400944576,13.929400944576
2023-06-14,2023,06,Soy,Interrow,0.08533,32.80331,0.1795,2.0652912766080003,2.0652912766080003
2023-06-14,2023,06,Soy,Row,0.07584,33.1,0.20313,1.8355993251840004,1.8355993251840004
2023-06-14,2023,07,Sorghum + Rye,Interrow,0.1576,32.11,0.11543,3.81448382976,3.81448382976
2023-06-14,2023,07,Sorghum + Rye,Row,0.05856,32.54,0.1275,1.4173615042560002,1.4173615042560002
2023-06-14,2023,08,Corn,Interrow,0.14331,33.255,0.27678,3.4686147058559995,3.4686147058559995
2023-06-14,2023,08,Corn,Row,0.40283,33.18583,0.285,9.749927164608,9.749927164608
2023-06-14,2023,09,Sorghum + Rye,Interrow,0.05019,33.0925,0.11435,1.214777559744,1.214777559744
2023-06-14,2023,09,Sorghum + Rye,Row,0.02665,34.12333,0.11758,0.6450253430399999,0.6450253430399999
2023-06-14,2023,10,Soy,Interrow,0.11305,34.46667,0.197,2.73621444768,2.73621444768
2023-06-14,2023,10,Soy,Row,0.12617,34.6,0.19973,3.0537653857920004,3.0537653857920004
2023-06-14,2023,05,Sorghum,Interrow,0.0987,35.18833,0.119,2.38889310912,2.38889310912
2023-06-14,2023,05,Sorghum,Row,0.08849,36.02333,0.12238,2.141774581824,2.141774581824
2023-06-14,2023,04,Soy,Interrow,0.07233,35.98667,0.09615,1.7506447678080004,1.7506447678080004
2023-06-14,2023,04,Soy,Row,0.1585,36.1,0.098,3.8362670496,3.8362670496
2023-06-14,2023,03,Sorghum,Interrow,0.19542,36.38,0.1404,4.729863134592001,4.729863134592001
2023-06-14,2023,03,Sorghum,Row,0.16424,36.5,0.14,3.975195585024,3.975195585024
2023-06-14,2023,02,Sorghum,Interrow,0.06525,36.81333,0.164,1.5792834384,1.5792834384
2023-06-14,2023,02,Sorghum,Row,0.10032,37.4,0.164,2.4281029048320004,2.4281029048320004
2023-06-14,2023,01,Corn,Interrow,0.48174,36.84333,0.11008,11.659831473024,11.659831473024
2023-06-14,2023,01,Corn,Row,0.16435,35.79333,0.1082,3.97785797856,3.97785797856
2023-06-16,2023,15,Sorghum,Interrow,0.05307,20.73333,0.16367,1.284483863232,1.284483863232
2023-06-16,2023,15,Sorghum,Row,0.06118,21.33333,0.165,1.4807748775680003,1.4807748775680003
2023-06-16,2023,11,Corn,Row,0.17177,22.895,0.039,4.1574485243520005,4.1574485243520005
2023-06-16,2023,11,Corn,Interrow,1.2667,23.6875,0.08846,30.65867174592,30.65867174592
2023-06-16,2023,06,Soy,Interrow,0.01932,24.9,0.17095,0.4676131192320001,0.4676131192320001
2023-06-16,2023,06,Soy,Row,0.02859,25,0.1725,0.691980283584,0.691980283584
2023-06-16,2023,08,Corn,Interrow,0.11881,24.0025,0.20368,2.875627054656,2.875627054656
2023-06-16,2023,08,Corn,Row,0.07128,24.5325,0.24017,1.725231011328,1.725231011328
2023-06-16,2023,10,Soy,Interrow,0.09376,24.55,0.112,2.2693274357760003,2.2693274357760003
2023-06-16,2023,10,Soy,Row,0.16548,25.1,0.113,4.0052080212479995,4.0052080212479995
2023-06-16,2023,04,Soy,Interrow,0.02386,25.49,0.0996,0.577497361536,0.577497361536
2023-06-16,2023,04,Soy,Row,0.08427,26.71,0.12465,2.039635484352,2.039635484352
2023-06-16,2023,01,Corn,Interrow,0.4989,26.4,0.08392,12.07516486464,12.07516486464
2023-06-16,2023,01,Corn,Row,0.08657,26.7,0.10577,2.095303712832,2.095303712832
2023-07-07,2023,15,Sorghum,Interrow,0.70031,20.17667,0.11871,16.950007429056,16.950007429056
2023-07-07,2023,15,Sorghum,Row,0.44003,20.50833,0.125,10.650300251328,10.650300251328
2023-07-07,2023,14,Corn,Interrow,0.052,21.1,0.0911,1.2585860352,1.2585860352
2023-07-07,2023,14,Corn,Row,0.12386,20.74833,0.087,2.9978551215360003,2.9978551215360003
2023-07-07,2023,13,Sorghum + Rye,Interrow,0.06957,22.14167,0.129,1.6838428936320002,1.6838428936320002
2023-07-07,2023,13,Sorghum + Rye,Row,0.04369,22.4,0.12657,1.057454305344,1.057454305344
2023-07-07,2023,12,Sorghum + Rye,Interrow,0.07503,22.52833,0.09464,1.815994427328,1.815994427328
2023-07-07,2023,12,Sorghum + Rye,Row,0.07786,22.75333,0.0946,1.884490551936,1.884490551936
2023-07-07,2023,11,Corn,Interrow,0.45333,22.51167,0.09361,10.972207833408,10.972207833408
2023-07-07,2023,11,Corn,Row,0.04923,22.02167,0.10267,1.191542125248,1.191542125248
2023-07-07,2023,06,Soy,Interrow,0.0357,22.5,0.1352,0.8640677203200001,0.8640677203200001
2023-07-07,2023,06,Soy,Row,0.03828,22.02667,0.16284,0.926512950528,0.926512950528
2023-07-07,2023,07,Sorghum + Rye,Interrow,0.06635,22.17,0.14443,1.6059073737600005,1.6059073737600005
2023-07-07,2023,07,Sorghum + Rye,Row,0.07649,22.4,0.14898,1.8513316506240003,1.8513316506240003
2023-07-07,2023,08,Corn,Interrow,0.03669,22.77,0.1289,0.888029262144,0.888029262144
2023-07-07,2023,08,Corn,Row,-0.00836,22.545,0.132,-0.20234190873599997,0
2023-07-07,2023,09,Sorghum + Rye,Interrow,0.09398,22.88333,0.14471,2.2746522228479997,2.2746522228479997
2023-07-07,2023,09,Sorghum + Rye,Row,0.05761,22.88333,0.151,1.3943681055360002,1.3943681055360002
2023-07-07,2023,10,Soy,Interrow,0.08775,23.3,0.1807,2.1238639344,2.1238639344
2023-07-07,2023,10,Soy,Row,0.19325,23.075,0.1785,4.6773413712,4.6773413712
2023-07-07,2023,05,Sorghum,Interrow,0.07964,22.57667,0.09304,1.9275729200640004,1.9275729200640004
2023-07-07,2023,05,Sorghum,Row,0.09459,22.13,0.094,2.289416405184,2.289416405184
2023-07-07,2023,04,Soy,Interrow,0.04759,21.85333,0.15053,1.151848257984,1.151848257984
2023-07-07,2023,04,Soy,Row,0.05803,21.41333,0.153,1.4045336081279998,1.4045336081279998
2023-07-13,2023,15,Sorghum,Interrow,1.16835,22.6,0.3714,28.27824988896,28.27824988896
2023-07-13,2023,15,Sorghum,Row,1.31816,22.8,0.374,31.904187849216,31.904187849216
2023-07-13,2023,14,Corn,Interrow,1.42138,23.30667,0.32337,34.40248112908801,34.40248112908801
2023-07-13,2023,14,Corn,Row,0.13064,22.88333,0.33875,3.161955377664,3.161955377664
2023-07-13,2023,13,Sorghum + Rye,Interrow,0.3574,24.2125,0.33138,8.65035863424,8.65035863424
2023-07-13,2023,13,Sorghum + Rye,Row,0.08233,24.4475,0.335,1.992680543808,1.992680543808
2023-07-13,2023,12,Sorghum + Rye,Interrow,0.10938,25.00333,0.35267,2.647387317888,2.647387317888
2023-07-13,2023,12,Sorghum + Rye,Row,0.38317,25.1,0.3583,9.274084828992,9.274084828992
2023-07-13,2023,11,Corn,Interrow,7.5045,25.05167,0.22924,181.6357480992,181.6357480992
2023-07-13,2023,11,Corn,Interrow,7.20987,24.5775,0.31132,174.504648030912,174.504648030912
2023-07-13,2023,11,Corn,Row,0.82625,24.015,0.31415,19.998205992000003,19.998205992000003
2023-07-13,2023,06,Soy,Interrow,0.18229,24.7,0.44729,4.412070160704,4.412070160704
2023-07-13,2023,06,Soy,Row,0.18376,24.4675,0.452,4.447649419776,4.447649419776
2023-07-13,2023,07,Sorghum + Rye,Interrow,1.89548,25.6,0.3751,45.877397269248,45.877397269248
2023-07-13,2023,07,Sorghum + Rye,Row,1.0874,25.6,0.37765,26.31897028224,26.31897028224
2023-07-13,2023,08,Corn,Interrow,0.30949,25.815,0.37526,7.490765231424,7.490765231424
2023-07-13,2023,08,Corn,Row,2.31531,24.98,0.4234,56.03878525305602,56.03878525305602
2023-07-13,2023,09,Sorghum + Rye,Interrow,1.20801,26.14,0.4137,29.238163776576,29.238163776576
2023-07-13,2023,09,Sorghum + Rye,Row,0.38863,25.89,0.4492,9.406236362688,9.406236362688
2023-07-13,2023,10,Soy,Interrow,3.65759,26.185,0.4588,88.526763393984,88.526763393984
2023-07-13,2023,10,Soy,Interrow,3.89895,25.8275,0.46747,94.36853888352002,94.36853888352002
2023-07-13,2023,10,Soy,Row,4.47846,25.465,0.47573,108.394754138496,108.394754138496
2023-07-13,2023,10,Soy,Row,4.64974,25.4,0.47615,112.540342909824,112.540342909824
2023-07-13,2023,05,Sorghum,Interrow,0.1218,24.875,0.31975,2.94799575168,2.94799575168
2023-07-13,2023,05,Sorghum,Row,0.35191,24.7,0.32295,8.517480993216001,8.517480993216001
2023-07-13,2023,04,Soy,Interrow,0.08986,25.1,0.277,2.1749334831360003,2.1749334831360003
2023-07-13,2023,04,Soy,Row,0.05545,24.95833,0.28229,1.34208837792,1.34208837792
2023-07-13,2023,03,Sorghum,Interrow,0.07327,25.755,0.39618,1.773396130752,1.773396130752
2023-07-13,2023,03,Sorghum,Row,2.08513,25.4,0.4068,50.467605761087995,50.467605761087995
2023-07-13,2023,02,Sorghum,Interrow,0.0648,26.27,0.4026,1.56839182848,1.56839182848
2023-07-13,2023,02,Sorghum,Row,0.0943,25.9,0.4551,2.28239736768,2.28239736768
2023-07-13,2023,01,Corn,Interrow,0.78523,26.2,0.3261,19.005375238848004,19.005375238848004
2023-07-13,2023,01,Corn,Row,0.13826,25.75,0.3497,3.3463866389760004,3.3463866389760004
2023-07-19,2023,14,Corn,Interrow,0.15792,20.15167,0.12108,3.822228974592,3.822228974592
2023-07-19,2023,13,Sorghum + Rye,Interrow,0.10639,22.52083,0.09448,2.575018620864,2.575018620864
2023-07-19,2023,13,Sorghum + Rye,Row,0.05075,23.15,0.10988,1.2283315632000005,1.2283315632000005
2023-07-19,2023,12,Sorghum + Rye,Interrow,0.04125,23.15,0.11172,0.998397576,0.998397576
2023-07-19,2023,12,Sorghum + Rye,Row,0.05646,23,0.14625,1.3665339912960002,1.3665339912960002
2023-07-19,2023,11,Corn,Interrow,0.55512,23.37,0.103,13.435889997312,13.435889997312
2023-07-19,2023,11,Corn,Row,-0.01063,22.21833,0.09785,-0.25728402988800003,0
2023-07-19,2023,06,Soy,Interrow,0.0442,23.3,0.14853,1.06979812992,1.06979812992
2023-07-19,2023,06,Soy,Row,0.05276,23.5,0.1943,1.276980754176,1.276980754176
2023-07-19,2023,07,Sorghum + Rye,Interrow,0.04753,24.05,0.121,1.150396043328,1.150396043328
2023-07-19,2023,07,Sorghum + Rye,Row,0.08241,24.2,0.12054,1.994616830016,1.994616830016
2023-07-19,2023,08,Corn,Interrow,0.05781,23.55417,0.18107,1.399208821056,1.399208821056
2023-07-19,2023,08,Corn,Row,-0.09865,23.51833,0.20891,-2.38768293024,0
2023-07-19,2023,09,Sorghum + Rye,Interrow,0.13033,23.51833,0.26782,3.1544522686080003,3.1544522686080003
2023-07-19,2023,09,Sorghum + Rye,Row,0.10198,23.73667,0.267,2.4682808436480004,2.4682808436480004
2023-07-19,2023,10,Soy,Interrow,0.25624,25,0.14147,6.201924724224002,6.201924724224002
2023-07-19,2023,10,Soy,Row,0.2671,24.9,0.1748,6.464775576959999,6.464775576959999
2023-07-19,2023,05,Sorghum,Interrow,0.05734,24.30833,0.15342,1.387833139584,1.387833139584
2023-07-19,2023,05,Sorghum,Row,0.09005,23.70667,0.15413,2.17953216288,2.17953216288
2023-07-19,2023,04,Soy,Interrow,0.02352,24.325,0.1292,0.569268145152,0.569268145152
2023-07-19,2023,04,Soy,Row,0.0029,24.78833,0.155,0.07019037504,0.07019037504
2023-07-19,2023,03,Sorghum,Interrow,0.12979,25.47333,0.15273,3.1413823367040004,3.1413823367040004
2023-07-19,2023,03,Sorghum,Row,0.08169,24.84917,0.15116,1.977190254144,1.977190254144
2023-07-19,2023,02,Sorghum,Interrow,0.05701,25.1,0.21297,1.379845958976,1.379845958976
2023-07-19,2023,02,Sorghum,Row,0.06963,24.6925,0.21899,1.685295108288,1.685295108288
2023-07-19,2023,01,Corn,Interrow,0.18812,22.7975,0.08623,4.553177018112001,4.553177018112001
2023-07-19,2023,01,Corn,Row,0.10191,25.4,0.098,2.466586593216,2.466586593216
2023-07-19,2023,15,Sorghum,Interrow,0.66833,26.9,0.18832,16.175977017407998,16.175977017407998
2023-07-19,2023,15,Sorghum,Row,0.96179,26.73833,0.19219,23.278758899904,23.278758899904
2023-07-19,2023,14,Corn,Interrow,0.09929,26.8,0.1855,2.403173219904001,2.403173219904001
2023-07-26,2023,15,Sorghum,Interrow,0.2958,23.27917,0.13746,7.159418254080001,7.159418254080001
2023-07-26,2023,15,Sorghum,Row,0.25472,23.70833,0.13792,6.165135286272001,6.165135286272001
2023-07-26,2023,14,Corn,Interrow,0.04133,24.49,0.0833,1.000333862208,1.000333862208
2023-07-26,2023,14,Corn,Row,0.05062,24.9,0.10053,1.2251850981119998,1.2251850981119998
2023-07-26,2023,13,Sorghum + Rye,Interrow,0.00862,26.2,0.144,0.2086348389119999,0.2086348389119999
2023-07-26,2023,13,Sorghum + Rye,Row,0.01145,25.9,0.14478,0.27713096352,0.27713096352
2023-07-26,2023,12,Sorghum + Rye,Interrow,-0.00272,26.28167,0.12081,-0.06583373107200001,0
2023-07-26,2023,12,Sorghum + Rye,Row,0.04319,26.4,0.136,1.045352516544,1.045352516544
2023-07-26,2023,11,Corn,Interrow,0.13065,26.6225,0.09927,3.16219741344,3.16219741344
2023-07-26,2023,11,Corn,Row,0.01148,26.55,0.0995,0.27785707084800004,0.27785707084800004
2023-07-26,2023,06,Soy,Interrow,-0.00355,26.4,0.18554,-0.08592270048,0
2023-07-26,2023,06,Soy,Row,0.043,26.4,0.21977,1.0407538367999998,1.0407538367999998
2023-07-26,2023,07,Sorghum + Rye,Interrow,0.01074,26.9,0.091,0.259946423424,0.259946423424
2023-07-26,2023,07,Sorghum + Rye,Row,0.02143,26.955,0.094,0.518682667968,0.518682667968
2023-07-26,2023,08,Corn,Interrow,0.03867,27.375,0.21908,0.935952345792,0.935952345792
2023-07-26,2023,08,Corn,Row,0.94276,27.045,0.24,22.818164818176,22.818164818176
2023-07-26,2023,09,Sorghum + Rye,Interrow,0.0491,27.36,0.15993,1.18839566016,1.18839566016
2023-07-26,2023,09,Sorghum + Rye,Row,0.05718,27.5,0.1626,1.383960567168,1.383960567168
2023-07-26,2023,10,Soy,Interrow,0.25142,27.77,0.168,6.085263480192,6.085263480192
2023-07-26,2023,10,Soy,Row,0.13307,27.5,0.165,3.220770071232,3.220770071232
2023-07-26,2023,05,Sorghum,Interrow,0.04254,27.8,0.145,1.029620191104,1.029620191104
2023-07-26,2023,05,Sorghum,Row,0.08368,27.5,0.141,2.025355373568,2.025355373568
2023-07-26,2023,04,Soy,Interrow,0.01152,27.7875,0.15362,0.27882521395200005,0.27882521395200005
2023-07-26,2023,04,Soy,Row,0.02265,27.4275,0.153,0.54821103264,0.54821103264
2023-07-26,2023,03,Sorghum,Interrow,0.06814,27.8,0.15208,1.6492317776640002,1.6492317776640002
2023-07-26,2023,03,Sorghum,Row,0.20671,27.5,0.18855,5.003121525696,5.003121525696
2023-07-26,2023,02,Sorghum,Interrow,0.0427,27.8,0.15767,1.0334927635200002,1.0334927635200002
2023-07-26,2023,02,Sorghum,Row,0.04743,27.8,0.1715,1.147975685568,1.147975685568
2023-07-26,2023,01,Corn,Interrow,0.19697,28.6,0.118,4.767378679872,4.767378679872
2023-07-26,2023,01,Corn,Row,0.05026,28.6,0.117,1.2164718101759997,1.2164718101759997
2023-08-02,2023,15,Sorghum,Interrow,0.11971,23.5,0.0993,2.897410274496,2.897410274496
2023-08-02,2023,15,Sorghum,Row,0.12835,23.30833,0.115,3.1065291849600003,3.1065291849600003
2023-08-02,2023,14,Corn,Interrow,0.0504,23.63,0.078,1.21986031104,1.21986031104
2023-08-02,2023,14,Corn,Row,0.03076,23.7,0.07812,0.744502046976,0.744502046976
2023-08-02,2023,13,Sorghum + Rye,Interrow,-0.00552,23.3,0.099,-0.133603748352,0
2023-08-02,2023,13,Sorghum + Rye,Row,0.00883,23.05,0.09567,0.21371759020799996,0.21371759020799996
2023-08-02,2023,12,Sorghum + Rye,Interrow,0.01931,23.5,0.10907,0.467371083456,0.467371083456
2023-08-02,2023,12,Sorghum + Rye,Row,0.00631,23.3,0.12695,0.152724574656,0.152724574656
2023-08-02,2023,11,Corn,Interrow,0.02884,22.81167,0.06592,0.698031177984,0.698031177984
2023-08-02,2023,11,Corn,Row,0.16083,22.8,0.073,3.892661385408,3.892661385408
2023-08-02,2023,06,Soy,Interrow,0.06281,22.6,0.17383,1.5202267090560002,1.5202267090560002
2023-08-02,2023,06,Soy,Row,0.03163,22.6,0.211,0.765559159488,0.765559159488
2023-08-02,2023,07,Sorghum + Rye,Interrow,0.02743,22.55667,0.10395,0.663904133568,0.663904133568
2023-08-02,2023,07,Sorghum + Rye,Row,0.0883,22.6,0.127,2.13717590208,2.13717590208
2023-08-02,2023,08,Corn,Interrow,0.01936,22.4,0.1263,0.468581262336,0.468581262336
2023-08-02,2023,08,Corn,Row,0.01381,22.4,0.14057,0.33425140665599995,0.33425140665599995
2023-08-02,2023,09,Sorghum + Rye,Interrow,0.04544,22.1,0.086,1.099810566144,1.099810566144
2023-08-02,2023,09,Sorghum + Rye,Row,0.07896,22.16,0.086,1.911114487296,1.911114487296
2023-08-02,2023,10,Soy,Interrow,0.28172,22.1,0.13848,6.818631881472002,6.818631881472002
2023-08-02,2023,10,Soy,Row,0.15392,22.255,0.16303,3.725414664192,3.725414664192
2023-08-02,2023,05,Sorghum,Interrow,0.04814,22.1525,0.12972,1.165160225664,1.165160225664
2023-08-02,2023,05,Sorghum,Row,0.03576,22.4,0.1305,0.865519934976,0.865519934976
2023-08-02,2023,04,Soy,Interrow,0.01859,22.87,0.11755,0.4499445075839999,0.4499445075839999
2023-08-02,2023,04,Soy,Row,0.02622,22.99,0.129,0.634617804672,0.634617804672
2023-08-02,2023,03,Sorghum,Interrow,0.03942,23.65333,0.13273,0.954105028992,0.954105028992
2023-08-02,2023,03,Sorghum,Row,0.04097,23.51833,0.17,0.991620574272,0.991620574272
2023-08-02,2023,02,Sorghum,Interrow,0.06866,23.0075,0.12135,1.661817638016,1.661817638016
2023-08-02,2023,02,Sorghum,Row,0.05564,22.88333,0.12825,1.346687057664,1.346687057664
2023-08-02,2023,01,Corn,Interrow,0.04138,22.8,0.09971,1.001544041088,1.001544041088
2023-08-02,2023,01,Corn,Row,0.04647,22.8,0.102,1.124740251072,1.124740251072
2023-08-10,2023,15,Sorghum,Interrow,0.10871,22.76333,0.37892,2.6311709208960004,2.6311709208960004
2023-08-10,2023,15,Sorghum,Row,0.09048,22.1925,0.38408,2.1899397012480004,2.1899397012480004
2023-08-10,2023,14,Corn,Interrow,0.58189,22.6,0.33808,14.083819769664004,14.083819769664004
2023-08-10,2023,14,Corn,Row,0.11426,22.6,0.33943,2.7655007765760007,2.7655007765760007
2023-08-10,2023,13,Sorghum + Rye,Interrow,0.04271,22.8,0.29618,1.033734799296,1.033734799296
2023-08-10,2023,13,Sorghum + Rye,Row,0.03217,22.8,0.33748,0.7786290913919999,0.7786290913919999
2023-08-11,2023,15,Sorghum,Interrow,0.08218,22.105,0.40035,1.989050007168,1.989050007168
2023-08-11,2023,15,Sorghum,Row,0.19484,21.9,0.3997,4.7158250595840006,4.7158250595840006
2023-08-11,2023,14,Corn,Interrow,1.06323,22.55667,0.28557,25.733969811648,25.733969811648
2023-08-11,2023,14,Corn,Row,0.10693,22.6,0.36973,2.588088552768,2.588088552768
2023-08-11,2023,13,Sorghum + Rye,Interrow,0.05901,23,0.3888,1.428253114176,1.428253114176
2023-08-11,2023,13,Sorghum + Rye,Row,0.04759,22.84167,0.386,1.151848257984,1.151848257984
2023-08-11,2023,12,Sorghum + Rye,Interrow,0.02035,23.5,0.40537,0.49254280416,0.49254280416
2023-08-11,2023,12,Sorghum + Rye,Row,0.04649,23.3,0.40972,1.125224322624,1.125224322624
2023-08-11,2023,11,Corn,Interrow,0.75882,23.7,0.37652,18.366158754432,18.366158754432
2023-08-11,2023,11,Corn,Row,0.05463,23.5,0.37573,1.3222414442880002,1.3222414442880002
2023-08-11,2023,06,Soy,Interrow,0.05611,24.035,0.44345,1.358062739136,1.358062739136
2023-08-11,2023,06,Soy,Row,0.40467,23.7,0.45397,9.794461747391995,9.794461747391995
2023-08-11,2023,07,Sorghum + Rye,Interrow,0.07349,24.145,0.37533,1.7787209178240002,1.7787209178240002
2023-08-11,2023,07,Sorghum + Rye,Row,0.15283,23.9,0.433,3.699032764608,3.699032764608
2023-08-11,2023,08,Corn,Interrow,0.11989,24.4,0.43893,2.901766918464,2.901766918464
2023-08-11,2023,08,Corn,Row,0.2579,24.7,0.44227,6.242102663040001,6.242102663040001
2023-08-11,2023,09,Sorghum + Rye,Interrow,0.08885,24.9,0.49237,2.15048786976,2.15048786976
2023-08-11,2023,09,Sorghum + Rye,Row,0.02295,24.72833,0.48971,0.5554721059200001,0.5554721059200001
2023-08-11,2023,10,Soy,Interrow,0.19721,24.77333,0.527,4.773187538496,4.773187538496
2023-08-11,2023,10,Soy,Row,0.11625,24.29667,0.525,2.8136658960000003,2.8136658960000003
2023-08-11,2023,05,Sorghum,Interrow,0.05703,24.7,0.3442,1.3803300305279995,1.3803300305279995
2023-08-11,2023,05,Sorghum,Row,0.09391,24.33833,0.37569,2.272957972416,2.272957972416
2023-08-11,2023,04,Soy,Interrow,0.0291,24.7,0.36177,0.7043241081600001,0.7043241081600001
2023-08-11,2023,04,Soy,Row,0.03071,24.4,0.364,0.7432918680960001,0.7432918680960001
2023-08-11,2023,03,Sorghum,Interrow,0.09895,24.5875,0.438,2.39494400352,2.39494400352
2023-08-11,2023,03,Sorghum,Row,0.12745,24.2,0.444,3.0847459651200007,3.0847459651200007
2023-08-11,2023,02,Sorghum,Interrow,0.07761,24.19667,0.41917,1.878439657536,1.878439657536
2023-08-11,2023,02,Sorghum,Row,0.01981,24.4,0.48615,0.479472872256,0.479472872256
2023-08-11,2023,01,Corn,Interrow,0.49298,25.15083,0.35982,11.931879685248,11.931879685248
2023-08-11,2023,01,Corn,Row,0.05156,25.75,0.4125,1.247936461056,1.247936461056
2023-08-18,2023,15,Sorghum,Interrow,0.0572,18.9,0.1695,1.38444463872,1.38444463872
2023-08-18,2023,15,Sorghum,Row,0.18651,18.6,0.2117,4.514209258176001,4.514209258176001
